player,season,salary
Elton Brand,2011/12,"$17,059,727"
Deron Williams,2011/12,"$16,359,805"
Chris Paul,2011/12,"$16,359,805"
Brandon Roy,2011/12,"$16,032,144"
LeBron James,2011/12,"$16,022,500"
Chris Bosh,2011/12,"$16,022,500"
Dwyane Wade,2011/12,"$15,691,000"
Kevin Durant,2011/12,"$15,506,632"
Paul Pierce,2011/12,"$15,333,334"
Baron Davis,2011/12,"$15,252,181"
Zach Randolph,2011/12,"$15,200,000"
Antawn Jamison,2011/12,"$15,076,715"
Rudy Gay,2011/12,"$15,032,144"
Andrew Bynum,2011/12,"$14,900,000"
Chauncey Billups,2011/12,"$14,200,000"
Chris Kaman,2011/12,"$14,030,000"
Al Jefferson,2011/12,"$14,000,000"
Andre Iguodala,2011/12,"$13,531,750"
Carlos Boozer,2011/12,"$13,500,000"
Tyson Chandler,2011/12,"$13,107,837"
Nenê,2011/12,"$13,000,000"
Manu Ginobili,2011/12,"$12,981,038"
Marc Gasol,2011/12,"$12,922,194"
Emeka Okafor,2011/12,"$12,541,812"
Tony Parker,2011/12,"$12,500,000"
Josh Smith,2011/12,"$12,400,000"
LaMarcus Aldridge,2011/12,"$12,372,000"
Luol Deng,2011/12,"$12,325,000"
Danny Granger,2011/12,"$12,015,904"
Al Horford,2011/12,"$12,000,000"
Joakim Noah,2011/12,"$12,000,000"
Andrew Bogut,2011/12,"$12,000,000"
Steve Nash,2011/12,"$11,689,062"
David Lee,2011/12,"$11,610,000"
Ben Gordon,2011/12,"$11,600,000"
Kevin Martin,2011/12,"$11,519,840"
Marcus Camby,2011/12,"$11,227,250"
Jason Terry,2011/12,"$11,158,000"
Hidayet Turkoglu,2011/12,"$11,015,850"
Monta Ellis,2011/12,"$11,000,000"
Mehmet Okur,2011/12,"$10,890,000"
Corey Maggette,2011/12,"$10,262,069"
Jason Kidd,2011/12,"$10,121,000"
DeAndre Jordan,2011/12,"$10,079,404"
Rajon Rondo,2011/12,"$10,045,455"
Ray Allen,2011/12,"$10,000,000"
David West,2011/12,"$10,000,000"
Jose Calderon,2011/12,"$9,780,992"
Gerald Wallace,2011/12,"$9,500,000"
Devin Harris,2011/12,"$9,319,000"
Richard Jefferson,2011/12,"$9,282,000"
Stephen Jackson,2011/12,"$9,256,500"
Andrea Bargnani,2011/12,"$9,250,000"
Boris Diaw,2011/12,"$9,000,000"
Andris Biedrins,2011/12,"$9,000,000"
Lamar Odom,2011/12,"$8,900,000"
Luis Scola,2011/12,"$8,591,793"
Rodney Stuckey,2011/12,"$8,500,000"
Maurice Williams,2011/12,"$8,500,000"
Carl Landry,2011/12,"$8,500,000"
John Salmons,2011/12,"$8,500,000"
Paul Millsap,2011/12,"$8,103,435"
Kirk Hinrich,2011/12,"$8,100,000"
Shawn Marion,2011/12,"$8,022,449"
Kris Humphries,2011/12,"$8,000,000"
Caron Butler,2011/12,"$8,000,000"
Andre Miller,2011/12,"$7,807,728"
Jameer Nelson,2011/12,"$7,800,000"
Anderson Varejao,2011/12,"$7,700,000"
Brendan Haywood,2011/12,"$7,624,500"
Leandro Barbosa,2011/12,"$7,600,000"
James Posey,2011/12,"$7,595,600"
Arron Afflalo,2011/12,"$7,562,500"
Raymond Felton,2011/12,"$7,560,000"
Charlie Villanueva,2011/12,"$7,540,000"
Marvin Williams,2011/12,"$7,500,000"
Thaddeus Young,2011/12,"$7,478,261"
Tyrus Thomas,2011/12,"$7,305,765"
Kendrick Perkins,2011/12,"$7,123,626"
Travis Outlaw,2011/12,"$7,000,000"
Samuel Dalembert,2011/12,"$7,000,000"
Marcus Thornton,2011/12,"$7,000,000"
Derrick Rose,2011/12,"$6,993,708"
DeSagana Diop,2011/12,"$6,925,400"
Beno Udrih,2011/12,"$6,925,400"
Metta World Peace,2011/12,"$6,790,640"
Trevor Ariza,2011/12,"$6,790,640"
Marcin Gortat,2011/12,"$6,790,640"
Kwame Brown,2011/12,"$6,750,000"
JJ Redick,2011/12,"$6,750,000"
Andres Nocioni,2011/12,"$6,650,000"
Mike Conley,2011/12,"$6,611,571"
Mickael Pietrus,2011/12,"$6,523,166"
Grant Hill,2011/12,"$6,500,000"
Andray Blatche,2011/12,"$6,442,083"
Glen Davis,2011/12,"$6,300,000"
Tayshaun Prince,2011/12,"$6,292,135"
Michael Beasley,2011/12,"$6,262,347"
Jermaine O'Neal,2011/12,"$6,226,200"
Al Harrington,2011/12,"$6,226,200"
Drew Gooden,2011/12,"$6,226,200"
Wesley Matthews,2011/12,"$6,135,160"
Josh Childress,2011/12,"$6,000,000"
Francisco Garcia,2011/12,"$5,800,000"
Kyle Lowry,2011/12,"$5,750,000"
Blake Griffin,2011/12,"$5,731,080"
Luke Walton,2011/12,"$5,680,000"
OJ Mayo,2011/12,"$5,632,637"
Channing Frye,2011/12,"$5,600,000"
John Wall,2011/12,"$5,530,080"
Amir Johnson,2011/12,"$5,500,000"
Nate Robinson,2011/12,"$5,483,307"
Mike Miller,2011/12,"$5,400,000"
Jason Richardson,2011/12,"$5,395,000"
Martell Webster,2011/12,"$5,256,000"
Chuck Hayes,2011/12,"$5,250,000"
Louis Williams,2011/12,"$5,176,000"
Kyrie Irving,2011/12,"$5,144,280"
Hasheem Thabeet,2011/12,"$5,127,720"
Russell Westbrook,2011/12,"$5,082,416"
Kyle Korver,2011/12,"$5,000,000"
Jason Maxiell,2011/12,"$5,000,000"
Luc Mbah a Moute,2011/12,"$5,000,000"
Jarrett Jack,2011/12,"$5,000,000"
Jamal Crawford,2011/12,"$5,000,000"
Evan Turner,2011/12,"$4,947,840"
Darko Milicic,2011/12,"$4,776,500"
Brad Miller,2011/12,"$4,752,000"
Zaza Pachulia,2011/12,"$4,750,000"
Ronnie Brewer,2011/12,"$4,710,000"
Kevin Love,2011/12,"$4,609,701"
Linas Kleiza,2011/12,"$4,605,000"
James Harden,2011/12,"$4,604,760"
Derrick Williams,2011/12,"$4,602,720"
Nikola Pekovic,2011/12,"$4,503,600"
Jonas Jerebko,2011/12,"$4,500,000"
Derrick Favors,2011/12,"$4,443,360"
Daniel Gibson,2011/12,"$4,403,834"
Ronny Turiaf,2011/12,"$4,360,000"
Jose Juan Barea,2011/12,"$4,300,000"
Ramon Sessions,2011/12,"$4,257,973"
Brandon Bass,2011/12,"$4,250,000"
Randy Foye,2011/12,"$4,250,000"
Jared Dudley,2011/12,"$4,250,000"
Chris Andersen,2011/12,"$4,234,000"
Danilo Gallinari,2011/12,"$4,190,182"
Tyreke Evans,2011/12,"$4,151,640"
Enes Kanter,2011/12,"$4,133,280"
Charlie Bell,2011/12,"$4,099,920"
Spencer Hawes,2011/12,"$4,051,024"
Wesley Johnson,2011/12,"$4,006,080"
Jordan Farmar,2011/12,"$4,000,000"
Anthony Morrow,2011/12,"$4,000,000"
Ryan Gomes,2011/12,"$4,000,000"
Steve Blake,2011/12,"$4,000,000"
Mario Chalmers,2011/12,"$4,000,000"
Hakim Warrick,2011/12,"$4,000,000"
Matt Carroll,2011/12,"$3,900,000"
Eric Gordon,2011/12,"$3,831,184"
Dorell Wright,2011/12,"$3,823,000"
Udonis Haslem,2011/12,"$3,780,000"
Mike Dunleavy,2011/12,"$3,750,000"
Nazr Mohammed,2011/12,"$3,750,000"
Tristan Thompson,2011/12,"$3,726,600"
CJ Miles,2011/12,"$3,700,000"
Nick Young,2011/12,"$3,695,857"
Luke Ridnour,2011/12,"$3,680,000"
Tiago Splitter,2011/12,"$3,672,000"
DeMarcus Cousins,2011/12,"$3,627,720"
Joel Anthony,2011/12,"$3,600,000"
Shaun Livingston,2011/12,"$3,500,000"
Carlos Delfino,2011/12,"$3,500,000"
Chris Duhon,2011/12,"$3,500,000"
Shannon Brown,2011/12,"$3,500,000"
Ricky Rubio,2011/12,"$3,480,120"
Jonny Flynn,2011/12,"$3,414,720"
CJ Watson,2011/12,"$3,400,000"
Derek Fisher,2011/12,"$3,400,000"
Marco Belinelli,2011/12,"$3,377,604"
Timofey Mozgov,2011/12,"$3,343,896"
Daequan Cook,2011/12,"$3,341,558"
Matt Bonner,2011/12,"$3,315,000"
Thabo Sefolosha,2011/12,"$3,300,000"
Ekpe Udoh,2011/12,"$3,294,960"
Nick Collison,2011/12,"$3,272,997"
Johan Petro,2011/12,"$3,250,000"
Will Bynum,2011/12,"$3,250,000"
Raja Bell,2011/12,"$3,240,000"
DJ Augustin,2011/12,"$3,236,470"
Tony Allen,2011/12,"$3,150,000"
Stephen Curry,2011/12,"$3,117,120"
Brook Lopez,2011/12,"$3,076,983"
Jan Vesely,2011/12,"$3,065,040"
Corey Brewer,2011/12,"$3,059,000"
Jerryd Bayless,2011/12,"$3,042,280"
Greg Monroe,2011/12,"$3,007,920"
Jason Thompson,2011/12,"$3,001,284"
Chris Wilcox,2011/12,"$3,000,000"
Shawne Williams,2011/12,"$3,000,000"
Jeff Foster,2011/12,"$3,000,000"
Josh McRoberts,2011/12,"$3,000,000"
Shane Battier,2011/12,"$3,000,000"
Brandon Rush,2011/12,"$2,956,658"
Anthony Randolph,2011/12,"$2,911,231"
Robin Lopez,2011/12,"$2,862,602"
Jordan Hill,2011/12,"$2,855,760"
Bismack Biyombo,2011/12,"$2,798,040"
Al-Farouq Aminu,2011/12,"$2,755,560"
Eduardo Najera,2011/12,"$2,750,000"
Marreese Speights,2011/12,"$2,721,255"
Dahntay Jones,2011/12,"$2,700,000"
Antonio McDyess,2011/12,"$2,640,000"
DeMar DeRozan,2011/12,"$2,625,000"
Roy Hibbert,2011/12,"$2,588,590"
Brandon Knight,2011/12,"$2,563,320"
Ersan Ilyasova,2011/12,"$2,541,000"
Gordon Hayward,2011/12,"$2,532,960"
DeShawn Stevenson,2011/12,"$2,500,000"
Reggie Williams,2011/12,"$2,500,000"
Kenyon Martin,2011/12,"$2,500,000"
Jason Smith,2011/12,"$2,500,000"
Aaron Gray,2011/12,"$2,500,000"
Brandon Jennings,2011/12,"$2,493,720"
Ryan Hollins,2011/12,"$2,483,333"
JaVale McGee,2011/12,"$2,462,400"
Quentin Richardson,2011/12,"$2,446,600"
Paul George,2011/12,"$2,406,240"
Louis Amundson,2011/12,"$2,403,000"
JR Smith,2011/12,"$2,382,353"
Terrence Williams,2011/12,"$2,369,040"
Kemba Walker,2011/12,"$2,356,320"
JJ Hickson,2011/12,"$2,354,537"
Cole Aldrich,2011/12,"$2,286,000"
Gerald Henderson,2011/12,"$2,250,600"
Anthony Parker,2011/12,"$2,250,000"
Keyon Dooling,2011/12,"$2,246,400"
Ben Wallace,2011/12,"$2,246,400"
Ryan Anderson,2011/12,"$2,244,601"
Jimmer Fredette,2011/12,"$2,238,360"
Courtney Lee,2011/12,"$2,225,093"
Kosta Koufos,2011/12,"$2,203,792"
Rudy Fernandez,2011/12,"$2,180,443"
Xavier Henry,2011/12,"$2,171,640"
Nicolas Batum,2011/12,"$2,155,365"
Josh Howard,2011/12,"$2,150,000"
Tyler Hansbrough,2011/12,"$2,138,040"
Klay Thompson,2011/12,"$2,126,520"
Goran Dragic,2011/12,"$2,108,000"
George Hill,2011/12,"$2,086,360"
Ed Davis,2011/12,"$2,063,040"
Anthony Tolliver,2011/12,"$2,050,000"
Darrell Arthur,2011/12,"$2,027,119"
Alec Burks,2011/12,"$2,020,200"
Donte Greene,2011/12,"$2,015,896"
DJ White,2011/12,"$2,001,167"
Dante Cunningham,2011/12,"$2,000,000"
Earl Watson,2011/12,"$2,000,000"
Patrick Patterson,2011/12,"$1,959,960"
Austin Daye,2011/12,"$1,929,600"
Markieff Morris,2011/12,"$1,919,160"
Matt Barnes,2011/12,"$1,906,200"
Larry Sanders,2011/12,"$1,861,920"
Omer Asik,2011/12,"$1,857,500"
James Johnson,2011/12,"$1,833,120"
Marcus Morris,2011/12,"$1,823,280"
Luke Babbitt,2011/12,"$1,768,800"
Jrue Holiday,2011/12,"$1,741,440"
Kawhi Leonard,2011/12,"$1,731,960"
Kevin Seraphin,2011/12,"$1,680,360"
Renaldo Balkman,2011/12,"$1,675,000"
Ty Lawson,2011/12,"$1,654,440"
Nikola Vucevic,2011/12,"$1,645,400"
Eric Bledsoe,2011/12,"$1,596,360"
Jeff Teague,2011/12,"$1,579,920"
Gustavo Ayon,2011/12,"$1,567,500"
Iman Shumpert,2011/12,"$1,563,120"
Avery Bradley,2011/12,"$1,524,480"
Eric Maynor,2011/12,"$1,516,680"
Jeff Ayres,2011/12,"$1,500,000"
James Jones,2011/12,"$1,500,000"
Sebastian Telfair,2011/12,"$1,500,000"
Greg Oden,2011/12,"$1,500,000"
Gary Forbes,2011/12,"$1,500,000"
Chris Singleton,2011/12,"$1,485,000"
James Anderson,2011/12,"$1,463,520"
Darren Collison,2011/12,"$1,455,960"
Tobias Harris,2011/12,"$1,418,160"
Craig Brackins,2011/12,"$1,404,960"
Jerry Stackhouse,2011/12,"$1,352,181"
Jason Collins,2011/12,"$1,352,181"
Tracy McGrady,2011/12,"$1,352,181"
Vladimir Radmanovic,2011/12,"$1,352,181"
Brian Scalabrine,2011/12,"$1,352,181"
Brian Cardinal,2011/12,"$1,352,181"
Troy Murphy,2011/12,"$1,352,181"
Juwan Howard,2011/12,"$1,352,181"
Eddie House,2011/12,"$1,352,181"
Mike Bibby,2011/12,"$1,352,181"
Tony Battie,2011/12,"$1,352,181"
Kurt Thomas,2011/12,"$1,352,181"
Jamaal Magloire,2011/12,"$1,352,181"
Anthony Carter,2011/12,"$1,352,181"
Elliot Williams,2011/12,"$1,348,800"
Omri Casspi,2011/12,"$1,341,960"
Michael Redd,2011/12,"$1,308,506"
Nolan Smith,2011/12,"$1,306,920"
Hamed Haddadi,2011/12,"$1,300,000"
Trevor Booker,2011/12,"$1,294,920"
BJ Mullens,2011/12,"$1,288,200"
Serge Ibaka,2011/12,"$1,288,200"
Kenneth Faried,2011/12,"$1,254,720"
Damion James,2011/12,"$1,243,080"
Rodrigue Beaubois,2011/12,"$1,236,720"
Reggie Evans,2011/12,"$1,229,255"
Eddy Curry,2011/12,"$1,229,255"
Jared Jeffries,2011/12,"$1,229,255"
Rasual Butler,2011/12,"$1,229,255"
Jamaal Tinsley,2011/12,"$1,229,255"
Jannero Pargo,2011/12,"$1,223,166"
Willie Green,2011/12,"$1,223,166"
Marquis Daniels,2011/12,"$1,223,166"
Aleksandar Pavlovic,2011/12,"$1,223,166"
Brian Cook,2011/12,"$1,223,166"
Jason Kapono,2011/12,"$1,223,166"
Maurice Evans,2011/12,"$1,223,166"
Royal Ivey,2011/12,"$1,200,000"
Taj Gibson,2011/12,"$1,195,680"
Dominique Jones,2011/12,"$1,193,280"
Earl Clark,2011/12,"$1,160,000"
Reggie Jackson,2011/12,"$1,156,320"
Wayne Ellington,2011/12,"$1,154,040"
Quincy Pondexter,2011/12,"$1,153,800"
Delonte West,2011/12,"$1,146,337"
Damien Wilkins,2011/12,"$1,146,337"
TJ Ford,2011/12,"$1,146,337"
Roger Mason,2011/12,"$1,146,337"
Toney Douglas,2011/12,"$1,145,640"
Joel Przybilla,2011/12,"$1,145,027"
Jordan Crawford,2011/12,"$1,120,440"
Greivis Vasquez,2011/12,"$1,113,600"
MarShon Brooks,2011/12,"$1,110,120"
Daniel Orton,2011/12,"$1,105,560"
Christian Eyenga,2011/12,"$1,097,520"
Lazar Hayward,2011/12,"$1,097,520"
Jordan Hamilton,2011/12,"$1,073,286"
Ronnie Price,2011/12,"$1,069,509"
JaJuan Johnson,2011/12,"$1,042,320"
Norris Cole,2011/12,"$1,035,960"
Cory Joseph,2011/12,"$1,028,400"
Jimmy Butler,2011/12,"$1,020,960"
Jeremy Pargo,2011/12,"$1,000,000"
Jon Brockman,2011/12,"$1,000,000"
Shelden Williams,2011/12,"$992,680"
Steve Novak,2011/12,"$992,680"
Von Wafer,2011/12,"$992,680"
Craig Smith,2011/12,"$992,680"
DeJuan Blair,2011/12,"$986,000"
Sam Young,2011/12,"$947,800"
John Lucas,2011/12,"$915,852"
Ian Mahinmi,2011/12,"$915,852"
Brandan Wright,2011/12,"$915,852"
Dominic McGuire,2011/12,"$915,852"
Sean Williams,2011/12,"$885,120"
Henry Walker,2011/12,"$885,120"
Sundiata Gaines,2011/12,"$854,389"
Derrick Brown,2011/12,"$854,389"
Alonzo Gee,2011/12,"$854,389"
Chase Budinger,2011/12,"$854,389"
AJ Price,2011/12,"$854,389"
Jodie Meeks,2011/12,"$854,389"
Danny Green,2011/12,"$854,389"
Erick Dampier,2011/12,"$850,522"
Chandler Parsons,2011/12,"$850,000"
Keith Bogans,2011/12,"$848,266"
DeMarre Carroll,2011/12,"$833,713"
Solomon Alabi,2011/12,"$830,000"
Yi Jianlian,2011/12,"$827,197"
Lance Stephenson,2011/12,"$810,000"
Andy Rautins,2011/12,"$788,872"
Tyler Honeycutt,2011/12,"$775,000"
Greg Stiemsma,2011/12,"$762,195"
Semih Erden,2011/12,"$762,195"
Samardo Samuels,2011/12,"$762,195"
Luke Harangody,2011/12,"$762,195"
Devin Ebanks,2011/12,"$762,195"
Dexter Pittman,2011/12,"$762,195"
Landry Fields,2011/12,"$762,195"
Jeremy Lin,2011/12,"$762,195"
Chris Johnson,2011/12,"$762,195"
Armon Johnson,2011/12,"$762,195"
Hassan Whiteside,2011/12,"$762,195"
Gary Neal,2011/12,"$762,195"
Jeremy Evans,2011/12,"$762,195"
Jeremy Tyler,2011/12,"$650,000"
Ishmael Smith,2011/12,"$639,254"
Bobby Simmons,2011/12,"$594,836"
Josh Selby,2011/12,"$550,000"
Gerald Green,2011/12,"$516,999"
Malcolm Lee,2011/12,"$500,000"
Ryan Reid,2011/12,"$475,000"
Ivan Johnson,2011/12,"$473,604"
E'Twaun Moore,2011/12,"$473,604"
Jordan Williams,2011/12,"$473,604"
Cory Higgins,2011/12,"$473,604"
Julyan Stone,2011/12,"$473,604"
Vernon Macklin,2011/12,"$473,604"
Charles Jenkins,2011/12,"$473,604"
Chris Wright,2011/12,"$473,604"
Travis Leslie,2011/12,"$473,604"
Trey Thompkins,2011/12,"$473,604"
Darius Morris,2011/12,"$473,604"
Andrew Goudelock,2011/12,"$473,604"
Terrel Harris,2011/12,"$473,604"
Jon Leuer,2011/12,"$473,604"
Josh Harrellson,2011/12,"$473,604"
Jerome Jordan,2011/12,"$473,604"
Justin Harper,2011/12,"$473,604"
DeAndre Liggins,2011/12,"$473,604"
Lavoy Allen,2011/12,"$473,604"
Isaiah Thomas,2011/12,"$473,604"
Shelvin Mack,2011/12,"$473,604"
Solomon Jones,2011/12,"$440,353"
Larry Hughes,2011/12,"$414,443"
Walker Russell,2011/12,"$374,289"
Lance Thomas,2011/12,"$328,444"
Josh Davis,2011/12,"$314,041"
Francisco Elson,2011/12,"$305,792"
DaJuan Summers,2011/12,"$303,137"
Greg Smith,2011/12,"$301,733"
Mike James,2011/12,"$277,566"
Jeff Adrien,2011/12,"$270,427"
Derrick Caracter,2011/12,"$270,427"
Hamady N'Diaye,2011/12,"$270,427"
Mickell Gladness,2011/12,"$248,263"
Darington Hobson,2011/12,"$245,884"
Jeff Foote,2011/12,"$225,341"
Donald Sloan,2011/12,"$198,629"
Earl Barron,2011/12,"$185,588"
Mychel Thompson,2011/12,"$168,035"
Carldell Johnson,2011/12,"$168,035"
Manny Harris,2011/12,"$122,942"
Malcolm Thomas,2011/12,"$103,104"
Dennis Horner,2011/12,"$91,642"
Larry Owens,2011/12,"$86,052"
Brian Skinner,2011/12,"$65,446"
Ike Diogu,2011/12,"$64,028"
Andre Emmett,2011/12,"$61,433"
Ben Uzoh,2011/12,"$61,433"
Garret Siler,2011/12,"$51,097"
Courtney Fortson,2011/12,"$42,009"
Tracy McGrady,2009/10,"$23,239,562"
Kobe Bryant,2009/10,"$23,034,375"
Jermaine O'Neal,2009/10,"$23,016,000"
Tim Duncan,2009/10,"$22,183,220"
Shaquille O'Neal,2009/10,"$20,000,000"
Dirk Nowitzki,2009/10,"$19,795,714"
Paul Pierce,2009/10,"$19,795,712"
Rashard Lewis,2009/10,"$18,876,000"
Ray Allen,2009/10,"$18,776,860"
Michael Redd,2009/10,"$17,040,000"
Pau Gasol,2009/10,"$16,452,000"
Andrei Kirilenko,2009/10,"$16,452,000"
Kevin Garnett,2009/10,"$16,400,000"
Yao Ming,2009/10,"$16,378,325"
Amare Stoudemire,2009/10,"$16,378,325"
Vince Carter,2009/10,"$16,300,000"
Gilbert Arenas,2009/10,"$16,192,080"
Zach Randolph,2009/10,"$16,000,000"
LeBron James,2009/10,"$15,779,912"
Carmelo Anthony,2009/10,"$15,779,912"
Dwyane Wade,2009/10,"$15,779,912"
Chris Bosh,2009/10,"$15,779,912"
Kenyon Martin,2009/10,"$15,363,636"
Dwight Howard,2009/10,"$15,202,590"
Joe Johnson,2009/10,"$14,976,754"
Elton Brand,2009/10,"$14,858,471"
Richard Jefferson,2009/10,"$14,200,000"
Larry Hughes,2009/10,"$13,655,268"
Chris Paul,2009/10,"$13,520,500"
Carlos Boozer,2009/10,"$13,520,500"
Predrag Stojakovic,2009/10,"$13,392,000"
Jason Richardson,2009/10,"$13,333,333"
Steve Nash,2009/10,"$13,125,000"
Tony Parker,2009/10,"$12,600,000"
Andrew Bynum,2009/10,"$12,526,998"
Deron Williams,2009/10,"$12,323,900"
Brad Miller,2009/10,"$12,250,000"
Andre Iguodala,2009/10,"$12,200,000"
Baron Davis,2009/10,"$12,150,000"
Erick Dampier,2009/10,"$12,115,500"
Chauncey Billups,2009/10,"$12,100,000"
Samuel Dalembert,2009/10,"$12,025,694"
Al Jefferson,2009/10,"$12,000,000"
Tyson Chandler,2009/10,"$11,850,000"
Antawn Jamison,2009/10,"$11,641,095"
Richard Hamilton,2009/10,"$11,625,000"
Zydrunas Ilgauskas,2009/10,"$11,541,074"
Troy Murphy,2009/10,"$11,047,619"
Monta Ellis,2009/10,"$11,000,000"
Josh Howard,2009/10,"$10,890,000"
Josh Smith,2009/10,"$10,800,000"
Manu Ginobili,2009/10,"$10,728,130"
Bobby Simmons,2009/10,"$10,560,000"
Emeka Okafor,2009/10,"$10,538,937"
Nenê,2009/10,"$10,520,000"
Eddy Curry,2009/10,"$10,500,423"
Chris Kaman,2009/10,"$10,400,000"
Luol Deng,2009/10,"$10,370,425"
Tayshaun Prince,2009/10,"$10,324,380"
Kevin Martin,2009/10,"$10,180,170"
Al Harrington,2009/10,"$10,026,875"
Ben Gordon,2009/10,"$10,000,000"
Andrew Bogut,2009/10,"$10,000,000"
Danny Granger,2009/10,"$9,930,500"
Jason Terry,2009/10,"$9,862,500"
Mike Dunleavy,2009/10,"$9,780,992"
Caron Butler,2009/10,"$9,780,970"
Mike Miller,2009/10,"$9,750,000"
Kirk Hinrich,2009/10,"$9,500,000"
Cuttino Mobley,2009/10,"$9,500,000"
Earl Watson,2009/10,"$9,400,000"
Jamal Crawford,2009/10,"$9,360,000"
Quentin Richardson,2009/10,"$9,352,400"
Gerald Wallace,2009/10,"$9,075,000"
David West,2009/10,"$9,075,000"
Boris Diaw,2009/10,"$9,000,000"
Andris Biedrins,2009/10,"$9,000,000"
Darius Miles,2009/10,"$9,000,000"
Hidayet Turkoglu,2009/10,"$9,000,000"
Mehmet Okur,2009/10,"$9,000,000"
Corey Maggette,2009/10,"$8,937,931"
Maurice Williams,2009/10,"$8,860,000"
Kenny Thomas,2009/10,"$8,775,000"
TJ Ford,2009/10,"$8,500,000"
Devin Harris,2009/10,"$8,400,000"
Jose Calderon,2009/10,"$8,219,009"
Jason Kidd,2009/10,"$8,000,000"
Mark Blount,2009/10,"$7,962,500"
Tim Thomas,2009/10,"$7,773,055"
Paul Millsap,2009/10,"$7,692,932"
Stephen Jackson,2009/10,"$7,650,000"
Marcus Camby,2009/10,"$7,650,000"
Marvin Williams,2009/10,"$7,500,000"
Antonio McDyess,2009/10,"$7,500,000"
Lamar Odom,2009/10,"$7,500,000"
Darko Milicic,2009/10,"$7,500,000"
Andres Nocioni,2009/10,"$7,500,000"
Etan Thomas,2009/10,"$7,350,000"
Marko Jaric,2009/10,"$7,100,000"
Udonis Haslem,2009/10,"$7,100,000"
David Lee,2009/10,"$7,000,000"
Shane Battier,2009/10,"$6,864,200"
Joel Przybilla,2009/10,"$6,857,725"
Brian Cardinal,2009/10,"$6,750,000"
Dan Gadzuric,2009/10,"$6,749,260"
Andre Miller,2009/10,"$6,730,800"
Shawn Marion,2009/10,"$6,635,068"
Jerome James,2009/10,"$6,600,000"
Leandro Barbosa,2009/10,"$6,600,000"
Shareef Abdur-Rahim,2009/10,"$6,600,000"
Andrea Bargnani,2009/10,"$6,527,491"
Charlie Villanueva,2009/10,"$6,500,000"
Luke Ridnour,2009/10,"$6,500,000"
Matt Harpring,2009/10,"$6,500,000"
Nazr Mohammed,2009/10,"$6,466,600"
Vladimir Radmanovic,2009/10,"$6,466,600"
Jared Jeffries,2009/10,"$6,466,600"
Mike James,2009/10,"$6,466,600"
Anderson Varejao,2009/10,"$6,300,000"
Tony Battie,2009/10,"$6,292,000"
Nick Collison,2009/10,"$6,250,000"
Mike Bibby,2009/10,"$6,217,617"
Morris Peterson,2009/10,"$6,212,960"
Jason Kapono,2009/10,"$6,212,960"
Jamaal Tinsley,2009/10,"$6,190,300"
Jameer Nelson,2009/10,"$6,138,888"
Jeff Foster,2009/10,"$6,077,500"
DeSagana Diop,2009/10,"$6,031,800"
James Posey,2009/10,"$6,031,800"
Chris Duhon,2009/10,"$6,031,800"
Beno Udrih,2009/10,"$6,031,800"
Brendan Haywood,2009/10,"$6,000,000"
Antonio Daniels,2009/10,"$5,863,580"
Rasheed Wallace,2009/10,"$5,854,000"
Trevor Ariza,2009/10,"$5,854,000"
Metta World Peace,2009/10,"$5,854,000"
Marcin Gortat,2009/10,"$5,854,000"
LaMarcus Aldridge,2009/10,"$5,844,827"
Francisco Garcia,2009/10,"$5,800,000"
JR Smith,2009/10,"$5,508,426"
Raymond Felton,2009/10,"$5,501,196"
John Salmons,2009/10,"$5,456,000"
Nenad Krstic,2009/10,"$5,400,000"
Greg Oden,2009/10,"$5,361,240"
Mickael Pietrus,2009/10,"$5,300,000"
Adam Morrison,2009/10,"$5,257,229"
Raja Bell,2009/10,"$5,250,000"
Speedy Claxton,2009/10,"$5,209,454"
Derrick Rose,2009/10,"$5,184,480"
Kyle Korver,2009/10,"$5,155,115"
Rafer Alston,2009/10,"$5,053,133"
Derek Fisher,2009/10,"$5,048,000"
Jason Maxiell,2009/10,"$5,000,000"
Sasha Vujacic,2009/10,"$5,000,000"
Blake Griffin,2009/10,"$4,983,480"
Louis Williams,2009/10,"$4,972,500"
Reggie Evans,2009/10,"$4,960,000"
Steve Blake,2009/10,"$4,930,000"
Luke Walton,2009/10,"$4,840,000"
Kevin Durant,2009/10,"$4,796,880"
Zaza Pachulia,2009/10,"$4,750,000"
Tyrus Thomas,2009/10,"$4,743,598"
Matt Carroll,2009/10,"$4,700,000"
Michael Beasley,2009/10,"$4,638,600"
Marcus Banks,2009/10,"$4,553,793"
Darius Songaila,2009/10,"$4,526,000"
Drew Gooden,2009/10,"$4,500,000"
Jarrett Jack,2009/10,"$4,500,000"
Hasheem Thabeet,2009/10,"$4,458,840"
Trenton Hassell,2009/10,"$4,350,000"
Martell Webster,2009/10,"$4,344,000"
James Jones,2009/10,"$4,320,000"
Al Horford,2009/10,"$4,307,640"
Delonte West,2009/10,"$4,254,250"
Kendrick Perkins,2009/10,"$4,250,000"
OJ Mayo,2009/10,"$4,165,560"
Ronny Turiaf,2009/10,"$4,140,000"
Kwame Brown,2009/10,"$4,100,000"
Daniel Gibson,2009/10,"$4,088,500"
James Harden,2009/10,"$4,054,160"
Nate Robinson,2009/10,"$4,000,000"
Travis Outlaw,2009/10,"$4,000,000"
Brandon Bass,2009/10,"$4,000,000"
Rasual Butler,2009/10,"$3,945,000"
Brandon Roy,2009/10,"$3,910,816"
